retailer,estimated_tires,actual_date,registration_number,name_of_business,contact_person,location,mailing_address,city,province,postal_code,phone_number,fax_number,county,km,time,round_trip_km,round_trip_time,round_trip_cost,latitude,longitude
1481,150,8/28/2023,1481.0,Wood Motors (1972) Ltd.,Monte Allaby,880 Prospect St.,P.O. Box 1357,Fredericton,NB,E3B 5E3,(506) 452-6611,(506) 452-7085,10,56.053,0.7419444444444444,112.106,1.4838888888888888,522.5833333333334,45.9444646,-66.6759448
1481,200,10/12/2023,1481.0,Wood Motors (1972) Ltd.,Monte Allaby,880 Prospect St.,P.O. Box 1357,Fredericton,NB,E3B 5E3,(506) 452-6611,(506) 452-7085,10,56.053,0.7419444444444444,112.106,1.4838888888888888,522.5833333333334,45.9444646,-66.6759448
1481,150,12/14/2023,1481.0,Wood Motors (1972) Ltd.,Monte Allaby,880 Prospect St.,P.O. Box 1357,Fredericton,NB,E3B 5E3,(506) 452-6611,(506) 452-7085,10,56.053,0.7419444444444444,112.106,1.4838888888888888,522.5833333333334,45.9444646,-66.6759448
1588,150,7/20/2023,1588.0,Cityview Automotive,Ernie Adams,72 Cityview Ave.,72 Cityview Ave.,Fredericton,NB,E3A 1S8,(506) 458-9393,(506) 450-6052,10,53.295,0.7294444444444445,106.59,1.458888888888889,518.8333333333333,45.9739936,-66.6464934
1699,300,9/5/2023,1699.0,Roadsport Fredericton Inc. O/A Riverview Honda,Ken Harper,911 Hanwell Rd.,P.O. Box 1177,Fredericton,NB,E3B 5C8,(506) 452-1155,(506) 452-2280,10,57.454,0.7719444444444444,114.908,1.5438888888888889,531.5833333333333,45.9530392,-66.6864496
1699,250,1/30/2024,1699.0,Roadsport Fredericton Inc. O/A Riverview Honda,Ken Harper,911 Hanwell Rd.,P.O. Box 1177,Fredericton,NB,E3B 5C8,(506) 452-1155,(506) 452-2280,10,57.454,0.7719444444444444,114.908,1.5438888888888889,531.5833333333333,45.9530392,-66.6864496
1712,400,5/12/2023,1712.0,S/S Tire & Auto Service Ltd.,Shane Sutherland,315 Brunswick St.,315 Brunswick St.,Fredericton,NB,E3B 1H2,(506) 458-8262,(506) 458-8264,10,55.171,0.7547222222222222,110.342,1.5094444444444444,526.4166666666666,45.9621399,-66.6464148
1712,150,9/27/2023,1712.0,S/S Tire & Auto Service Ltd.,Shane Sutherland,315 Brunswick St.,315 Brunswick St.,Fredericton,NB,E3B 1H2,(506) 458-8262,(506) 458-8264,10,55.171,0.7547222222222222,110.342,1.5094444444444444,526.4166666666666,45.9621399,-66.6464148
1712,400,11/7/2023,1712.0,S/S Tire & Auto Service Ltd.,Shane Sutherland,315 Brunswick St.,315 Brunswick St.,Fredericton,NB,E3B 1H2,(506) 458-8262,(506) 458-8264,10,55.171,0.7547222222222222,110.342,1.5094444444444444,526.4166666666666,45.9621399,-66.6464148
1712,200,12/15/2023,1712.0,S/S Tire & Auto Service Ltd.,Shane Sutherland,315 Brunswick St.,315 Brunswick St.,Fredericton,NB,E3B 1H2,(506) 458-8262,(506) 458-8264,10,55.171,0.7547222222222222,110.342,1.5094444444444444,526.4166666666666,45.9621399,-66.6464148
1795,100,12/29/2023,1795.0,Coast Tire & Auto Service Ltd.,Rob or Kari,914 Prospect St.,914 Prospect St.,Fredericton,NB,E3B 2T8,(506) 450-3315,(506) 452-1705,10,55.726,0.7213888888888889,111.452,1.4427777777777775,516.4166666666666,45.9437504,-66.6743211
1796,200,7/14/2023,1796.0,MacLeans Sports Ltd.,Sandra MacLean,311 St. Mary's Street,311 St. Mary's Street,Fredericton,NB,E3A 2S5,(506) 450-6090,(506) 450-1172,10,52.917,0.7161111111111111,105.834,1.4322222222222225,514.8333333333334,45.9775043,-66.63511489999999
1796,120,10/7/2023,1796.0,MacLeans Sports Ltd.,Sandra MacLean,311 St. Mary's Street,311 St. Mary's Street,Fredericton,NB,E3A 2S5,(506) 450-6090,(506) 450-1172,10,52.917,0.7161111111111111,105.834,1.4322222222222225,514.8333333333334,45.9775043,-66.63511489999999
1802,300,4/5/2023,1802.0,Canadian Tire (Charles Guitard Merchandising Ltd.),Charles Guitard,1110 Smythe Street,1110 Smythe Street,Fredericton,NB,E3B 3H4,(506) 450-8920,(506) 450-8930,10,55.601,0.7233333333333334,111.202,1.4466666666666668,517.0,45.9443522,-66.6681571
1802,300,6/13/2023,1802.0,Canadian Tire (Charles Guitard Merchandising Ltd.),Charles Guitard,1110 Smythe Street,1110 Smythe Street,Fredericton,NB,E3B 3H4,(506) 450-8920,(506) 450-8930,10,55.601,0.7233333333333334,111.202,1.4466666666666668,517.0,45.9443522,-66.6681571
1802,300,7/12/2023,1802.0,Canadian Tire (Charles Guitard Merchandising Ltd.),Charles Guitard,1110 Smythe Street,1110 Smythe Street,Fredericton,NB,E3B 3H4,(506) 450-8920,(506) 450-8930,10,55.601,0.7233333333333334,111.202,1.4466666666666668,517.0,45.9443522,-66.6681571
1802,300,11/14/2023,1802.0,Canadian Tire (Charles Guitard Merchandising Ltd.),Charles Guitard,1110 Smythe Street,1110 Smythe Street,Fredericton,NB,E3B 3H4,(506) 450-8920,(506) 450-8930,10,55.601,0.7233333333333334,111.202,1.4466666666666668,517.0,45.9443522,-66.6681571
1846,50,6/12/2023,1846.0,Fredericton Toyota/Obeya Motors Ltd.,Jim Clark,35 Alison Blvd. Vanier Hwy,P.O. Box 460,Fredericton,NB,E3B 4Z9,(506) 452-2200,(506) 450-6017,10,72.635,0.8666666666666667,145.27,1.7333333333333334,560.0,45.9033957,-66.6117235
1846,150,9/21/2023,1846.0,Fredericton Toyota/Obeya Motors Ltd.,Jim Clark,35 Alison Blvd. Vanier Hwy,P.O. Box 460,Fredericton,NB,E3B 4Z9,(506) 452-2200,(506) 450-6017,10,72.635,0.8666666666666667,145.27,1.7333333333333334,560.0,45.9033957,-66.6117235
1846,150,11/2/2023,1846.0,Fredericton Toyota/Obeya Motors Ltd.,Jim Clark,35 Alison Blvd. Vanier Hwy,P.O. Box 460,Fredericton,NB,E3B 4Z9,(506) 452-2200,(506) 450-6017,10,72.635,0.8666666666666667,145.27,1.7333333333333334,560.0,45.9033957,-66.6117235
1846,150,12/13/2023,1846.0,Fredericton Toyota/Obeya Motors Ltd.,Jim Clark,35 Alison Blvd. Vanier Hwy,P.O. Box 460,Fredericton,NB,E3B 4Z9,(506) 452-2200,(506) 450-6017,10,72.635,0.8666666666666667,145.27,1.7333333333333334,560.0,45.9033957,-66.6117235
1882,150,3/16/2023,1882.0,Fairview Plymouth Chrysler Ltd.,Karen Baglole,1065 Hanwell Rd.,1065 Hanwell Rd.,Fredericton,NB,E3B 5C8,(506) 458-8955,(506) 450-0920,10,57.175,0.7422222222222222,114.35,1.4844444444444445,522.6666666666667,45.9493635,-66.6915226
1882,250,8/14/2023,1882.0,Fairview Plymouth Chrysler Ltd.,Karen Baglole,1065 Hanwell Rd.,1065 Hanwell Rd.,Fredericton,NB,E3B 5C8,(506) 458-8955,(506) 450-0920,10,57.175,0.7422222222222222,114.35,1.4844444444444445,522.6666666666667,45.9493635,-66.6915226
1991,250,6/28/2023,1991.0,Wonder Auto Center,Terry Rector,47 Main St.,47 Main St.,Fredericton,NB,E3A 1B9,(506) 459-7646,,10,54.689,0.7747222222222222,109.378,1.5494444444444444,532.4166666666666,45.98286479999999,-66.6621493
1991,150,7/20/2023,1991.0,Wonder Auto Center,Terry Rector,47 Main St.,47 Main St.,Fredericton,NB,E3A 1B9,(506) 459-7646,,10,54.689,0.7747222222222222,109.378,1.5494444444444444,532.4166666666666,45.98286479999999,-66.6621493
1991,200,9/5/2023,1991.0,Wonder Auto Center,Terry Rector,47 Main St.,47 Main St.,Fredericton,NB,E3A 1B9,(506) 459-7646,,10,54.689,0.7747222222222222,109.378,1.5494444444444444,532.4166666666666,45.98286479999999,-66.6621493
1991,250,11/6/2023,1991.0,Wonder Auto Center,Terry Rector,47 Main St.,47 Main St.,Fredericton,NB,E3A 1B9,(506) 459-7646,,10,54.689,0.7747222222222222,109.378,1.5494444444444444,532.4166666666666,45.98286479999999,-66.6621493
1991,300,1/5/2024,1991.0,Wonder Auto Center,Terry Rector,47 Main St.,47 Main St.,Fredericton,NB,E3A 1B9,(506) 459-7646,,10,54.689,0.7747222222222222,109.378,1.5494444444444444,532.4166666666666,45.98286479999999,-66.6621493
2001,150,5/18/2023,2001.0,Craig's Auto Clinic,Kyle Clark,120 Two Nations Crossing,120 Two Nations Crossing,Fredericton,NB,E3A OW7,(506) 458-9402,,10,54.479,0.7641666666666667,108.958,1.528333333333333,529.25,45.9867368,-66.6288079
2001,150,11/7/2023,2001.0,Craig's Auto Clinic,Kyle Clark,120 Two Nations Crossing,120 Two Nations Crossing,Fredericton,NB,E3A OW7,(506) 458-9402,,10,54.479,0.7641666666666667,108.958,1.528333333333333,529.25,45.9867368,-66.6288079
2001,125,1/11/2024,2001.0,Craig's Auto Clinic,Kyle Clark,120 Two Nations Crossing,120 Two Nations Crossing,Fredericton,NB,E3A OW7,(506) 458-9402,,10,54.479,0.7641666666666667,108.958,1.528333333333333,529.25,45.9867368,-66.6288079
2058,150,6/28/2023,2058.0,Sunset Service Centre,Simon Youssef,207 Sunset Dr.,207 Sunset Dr.,Fredericton,NB,E3A 1A4,(506) 472-9963,(506) 459-1735,10,56.092,0.8041666666666667,112.184,1.6083333333333334,541.25,45.9785624,-66.676599
2231,100,6/20/2023,2231.0,United Auto Sales (Fredericton Volkswagan),Corinne Carson,14 Avolon Crt,14 Avolon Crt.,Fredericton,NB,E3C 1N8,(506) 454-2886,,10,57.295,0.7652777777777777,114.59,1.5305555555555554,529.5833333333334,45.9464091,-66.6874667
2231,100,12/6/2023,2231.0,United Auto Sales (Fredericton Volkswagan),Corinne Carson,14 Avolon Crt,14 Avolon Crt.,Fredericton,NB,E3C 1N8,(506) 454-2886,,10,57.295,0.7652777777777777,114.59,1.5305555555555554,529.5833333333334,45.9464091,-66.6874667
3521,300,6/2/2023,3521.0,Wicked Wrench Auto Service,Ronnie Boudreau,180 Gabriel Drive,180 Gabriel Drive,Fredericton,NB,E3A 5V9,(506) 292-4810,,10,54.441,0.7625,108.882,1.525,528.75,45.98570309999999,-66.6204927
3521,75,7/28/2023,3521.0,Wicked Wrench Auto Service,Ronnie Boudreau,180 Gabriel Drive,180 Gabriel Drive,Fredericton,NB,E3A 5V9,(506) 292-4810,,10,54.441,0.7625,108.882,1.525,528.75,45.98570309999999,-66.6204927
3521,200,10/7/2023,3521.0,Wicked Wrench Auto Service,Ronnie Boudreau,180 Gabriel Drive,180 Gabriel Drive,Fredericton,NB,E3A 5V9,(506) 292-4810,,10,54.441,0.7625,108.882,1.525,528.75,45.98570309999999,-66.6204927
3521,250,11/14/2023,3521.0,Wicked Wrench Auto Service,Ronnie Boudreau,180 Gabriel Drive,180 Gabriel Drive,Fredericton,NB,E3A 5V9,(506) 292-4810,,10,54.441,0.7625,108.882,1.525,528.75,45.98570309999999,-66.6204927
3521,150,11/27/2023,3521.0,Wicked Wrench Auto Service,Ronnie Boudreau,180 Gabriel Drive,180 Gabriel Drive,Fredericton,NB,E3A 5V9,(506) 292-4810,,10,54.441,0.7625,108.882,1.525,528.75,45.98570309999999,-66.6204927
3532,300,12/4/2023,3532.0,McCoys Auto Repair Ltd.,Randy McCoy,138 Riverside Drive,138 Riverside Drive,Fredericton,NB,E3A 6P8,(506) 260-3216,,10,50.204,0.6327777777777778,100.408,1.2655555555555555,489.8333333333333,45.94768149999999,-66.62109819999999
3617,120,5/5/2023,3617.0,Auto Doctor Repair,Alex Stewart,25 Cityview Ave.,25 Cityview Ave.,Fredericton,NB,E3A 1S9,(506) 454-3063,,10,53.448,0.7372222222222222,106.896,1.4744444444444444,521.1666666666666,45.97433360000001,-66.6477561
3617,100,6/27/2023,3617.0,Auto Doctor Repair,Alex Stewart,25 Cityview Ave.,25 Cityview Ave.,Fredericton,NB,E3A 1S9,(506) 454-3063,,10,53.448,0.7372222222222222,106.896,1.4744444444444444,521.1666666666666,45.97433360000001,-66.6477561
3617,120,10/24/2023,3617.0,Auto Doctor Repair,Alex Stewart,25 Cityview Ave.,25 Cityview Ave.,Fredericton,NB,E3A 1S9,(506) 454-3063,,10,53.448,0.7372222222222222,106.896,1.4744444444444444,521.1666666666666,45.97433360000001,-66.6477561
3617,150,12/8/2023,3617.0,Auto Doctor Repair,Alex Stewart,25 Cityview Ave.,25 Cityview Ave.,Fredericton,NB,E3A 1S9,(506) 454-3063,,10,53.448,0.7372222222222222,106.896,1.4744444444444444,521.1666666666666,45.97433360000001,-66.6477561
3652,100,11/14/2023,3652.0,Loyal Taxi Ltd.,Sukhpreet Singh,380 St. Mary's Street,380 St. Mary's Street,Fredericton,NB,E3A 2S4,(506) 999-6585,,8,53.779,0.7363888888888889,107.558,1.4727777777777775,520.9166666666667,45.9635895,-66.6431151
2478,150,10/4/2023,2478.0,Laagland Auto Service Ltd.,John Laagland,135 Riverside Dr.,135 Riverside Dr.,Fredericton,NB,E3A 6P9,(506) 450-7171,,10,50.223,0.6333333333333333,100.446,1.2666666666666666,490.0,45.9482046,-66.6206694
2485,100,9/21/2023,2485.0,TFT Offroad (4 Wheel Parts),Jason Hunter,175 Whitting Rd.,175 Whitting Rd.,Fredericton,NB,E3B 5Y5,(506) 454-7278,,10,55.358,0.7541666666666667,110.716,1.5083333333333333,526.25,45.9146687,-66.62094100000002
2525,200,12/5/2023,2525.0,Mike's Auto,Mike Fraser,1061 Woodstock Rd.,1061 Woodstock Rd.,Fredericton,NB,E3B 7R7,(506) 453-1861,(506) 453-1859,10,57.672,0.8063888888888889,115.344,1.612777777777778,541.9166666666666,45.9658395,-66.6905187
2530,400,11/14/2023,2530.0,Northside Tire,Chris Paul,45 Dedham St.,45 Dedham St.,Fredericton,NB,E3A 1E1,(506) 450-8488,,10,52.404,0.7058333333333333,104.808,1.4116666666666666,511.75,45.972964,-66.6326896
2532,400,5/18/2023,2532.0,GPS Auto Repair Ltd.,George Pollock,510 New Maryland Hwy.,510 New Maryland Hwy.,Fredericton,NB,E3C 1K1,(506) 459-4782,(506) 474-1487,10,61.114,0.8094444444444444,122.228,1.6188888888888888,542.8333333333334,45.8854092,-66.6889029
2532,300,10/23/2023,2532.0,GPS Auto Repair Ltd.,George Pollock,510 New Maryland Hwy.,510 New Maryland Hwy.,Fredericton,NB,E3C 1K1,(506) 459-4782,(506) 474-1487,10,61.114,0.8094444444444444,122.228,1.6188888888888888,542.8333333333334,45.8854092,-66.6889029
2554,100,10/12/2023,2554.0,Fox Automotive Ltd. (Volvo Subaru Fredericton),Patsy Tuckey,709 Bishop Drive,709 Bishop Drive,Fredericton,NB,E3C 2M6,(506) 458-9588,(506) 453-1377,10,55.361,0.7186111111111111,110.722,1.4372222222222222,515.5833333333334,45.9404173,-66.67008229999999
2554,100,11/3/2023,2554.0,Fox Automotive Ltd. (Volvo Subaru Fredericton),Patsy Tuckey,709 Bishop Drive,709 Bishop Drive,Fredericton,NB,E3C 2M6,(506) 458-9588,(506) 453-1377,10,55.361,0.7186111111111111,110.722,1.4372222222222222,515.5833333333334,45.9404173,-66.67008229999999
2563,50,8/17/2023,2563.0,D.E. Jensen & Sons Ltd. (Jensens Transmission),Stephanie Jensen-Fayn,827 Prospect St.,827 Prospect St.,Fredericton,NB,E3A 1A2,(506) 453-1900,(506) 458-8007,10,56.106,0.7508333333333334,112.212,1.5016666666666667,525.25,45.9462988,-66.6771212
2563,100,12/19/2023,2563.0,D.E. Jensen & Sons Ltd. (Jensens Transmission),Stephanie Jensen-Fayn,827 Prospect St.,827 Prospect St.,Fredericton,NB,E3A 1A2,(506) 453-1900,(506) 458-8007,10,56.106,0.7508333333333334,112.212,1.5016666666666667,525.25,45.9462988,-66.6771212
2778,300,6/12/2023,2778.0,Hendersons Auto Compound & Salvage,Heather Langille,1394 Alison Blvd.,1394 Alison Blvd.,Fredericton,NB,E3C 2M2,(506) 453-1260,,10,60.231,0.7766666666666666,120.462,1.5533333333333332,533.0,45.8897027,-66.61163619999999
2789,110,6/8/2023,2789.0,World Class Auto Inc.,Bob Wheaton,500 Bishop Street,500 Bishop Street,Fredericton,NB,E3C 0B8,(506) 455-4555,,10,55.671,0.7277777777777777,111.342,1.4555555555555555,518.3333333333334,45.9414137,-66.6750905
2789,100,11/9/2023,2789.0,World Class Auto Inc.,Bob Wheaton,500 Bishop Street,500 Bishop Street,Fredericton,NB,E3C 0B8,(506) 455-4555,,10,55.671,0.7277777777777777,111.342,1.4555555555555555,518.3333333333334,45.9414137,-66.6750905
2860,80,11/6/2023,2860.0,Devon Auto Repair,Joe Hickey,128 Clark Street,128 Clark Steet,Fredericton,NB,E3A 2W7,(506) 459-2500,,10,51.67,0.6780555555555555,103.34,1.356111111111111,503.4166666666666,45.9680925,-66.628317
3495,75,5/23/2023,3495.0,Hard Way Cycles,Jeff Thibault,3-300 Wilsey Road,3-300 Wilsey Road,Fredericton,NB,E3B 5J1,(506) 457-1545,,10,54.442,0.7191666666666666,108.884,1.4383333333333332,515.75,45.921624,-66.6199226
3495,60,7/3/2023,3495.0,Hard Way Cycles,Jeff Thibault,3-300 Wilsey Road,3-300 Wilsey Road,Fredericton,NB,E3B 5J1,(506) 457-1545,,10,54.442,0.7191666666666666,108.884,1.4383333333333332,515.75,45.921624,-66.6199226
3495,100,8/21/2023,3495.0,Hard Way Cycles,Jeff Thibault,3-300 Wilsey Road,3-300 Wilsey Road,Fredericton,NB,E3B 5J1,(506) 457-1545,,10,54.442,0.7191666666666666,108.884,1.4383333333333332,515.75,45.921624,-66.6199226
3495,60,11/22/2023,3495.0,Hard Way Cycles,Jeff Thibault,3-300 Wilsey Road,3-300 Wilsey Road,Fredericton,NB,E3B 5J1,(506) 457-1545,,10,54.442,0.7191666666666666,108.884,1.4383333333333332,515.75,45.921624,-66.6199226
2890,300,1/15/2024,2890.0,Chopper Rods Inc.,Heidi Johnsen,120 Melissa Street,120 Melissa Street,Fredericton,NB,E3A 6W1,(506) 460-5414,,10,47.992,0.6036111111111111,95.984,1.2072222222222222,481.0833333333333,45.9565362,-66.5874508
2954,120,6/8/2023,2954.0,Trius Leasing Ltd.,Grant MacLeod,639 Bishop Dr.,639 Bishop Dr.,Fredericton,NB,E3C 2M6,(506) 457-9000,,10,58.613,0.7866666666666666,117.226,1.5733333333333333,536.0,45.9412966,-66.67217529999999
2954,250,12/13/2023,2954.0,Trius Leasing Ltd.,Grant MacLeod,639 Bishop Dr.,639 Bishop Dr.,Fredericton,NB,E3C 2M6,(506) 457-9000,,10,58.613,0.7866666666666666,117.226,1.5733333333333333,536.0,45.9412966,-66.67217529999999
2961,30,10/19/2023,2961.0,Extreme Torque Motorsports,Jessica Blunston,133 Greenview Drive,133 Greenview Drive,Fredericton,NB,E3C 2A5,(506) 452-2777,,10,61.318,0.8258333333333333,122.636,1.6516666666666666,547.75,45.9213877,-66.711162
2974,200,9/11/2023,2974.0,Costco Wholesale Canada Ltd.,Brigida Cabral,25 Wayne Squibb Blvd.,25 Wayne Squibb Blvd.,Fredericton,NB,K2F 1C5,(613) 221-2289,,10,56.209,0.7541666666666667,112.418,1.5083333333333333,526.25,45.9270785,-66.6632806
2974,250,9/27/2023,2974.0,Costco Wholesale Canada Ltd.,Brigida Cabral,25 Wayne Squibb Blvd.,25 Wayne Squibb Blvd.,Fredericton,NB,K2F 1C5,(613) 221-2289,,10,56.209,0.7541666666666667,112.418,1.5083333333333333,526.25,45.9270785,-66.6632806
2974,200,10/31/2023,2974.0,Costco Wholesale Canada Ltd.,Brigida Cabral,25 Wayne Squibb Blvd.,25 Wayne Squibb Blvd.,Fredericton,NB,K2F 1C5,(613) 221-2289,,10,56.209,0.7541666666666667,112.418,1.5083333333333333,526.25,45.9270785,-66.6632806
2974,250,11/30/2023,2974.0,Costco Wholesale Canada Ltd.,Brigida Cabral,25 Wayne Squibb Blvd.,25 Wayne Squibb Blvd.,Fredericton,NB,K2F 1C5,(613) 221-2289,,10,56.209,0.7541666666666667,112.418,1.5083333333333333,526.25,45.9270785,-66.6632806
2974,100,12/28/2023,2974.0,Costco Wholesale Canada Ltd.,Brigida Cabral,25 Wayne Squibb Blvd.,25 Wayne Squibb Blvd.,Fredericton,NB,K2F 1C5,(613) 221-2289,,10,56.209,0.7541666666666667,112.418,1.5083333333333333,526.25,45.9270785,-66.6632806
3128,100,5/9/2023,3128.0,Fredericton Mitsubishi 677835 NB Inc.,Kate Manuel,327 St. Mary's Street,327 St. Mary's Street,Fredericton,NB,E3A 2S5,(506) 457-1000,,10,52.917,0.7161111111111111,105.834,1.4322222222222225,514.8333333333334,45.9775043,-66.63511489999999
3174,100,5/5/2023,3174.0,Volvo Cars New Brunswick,Kate Manuel,349 St. Mary's St.,349 St. Mary's St.,Fredericton,NB,E3A 2S5,(506) 457-1000,,10,52.452,0.7136111111111111,104.904,1.4272222222222222,514.0833333333334,45.9725984,-66.6310744
3230,300,6/2/2023,3230.0,Lincoln Auto 2015,Marshall Goodwin,1867 Lincoln Road,1867 Lincoln Road,Fredericton,NB,E3B 8P4,(506) 450-8587,,10,58.401,0.7852777777777777,116.802,1.5705555555555557,535.5833333333334,45.90557820000001,-66.5790979
3230,100,11/22/2023,3230.0,Lincoln Auto 2015,Marshall Goodwin,1867 Lincoln Road,1867 Lincoln Road,Fredericton,NB,E3B 8P4,(506) 450-8587,,10,58.401,0.7852777777777777,116.802,1.5705555555555557,535.5833333333334,45.90557820000001,-66.5790979
3289,50,3/30/2023,3289.0,Medavie Health Services NB,Paul Henry,24 Harold Doherty Crt.,24 Harold Doherty Crt,Fredericton,NB,E3A 5P2,(506) 451-5202,,10,54.166,0.7483333333333333,108.332,1.4966666666666666,524.5,45.98152,-66.61483
3289,60,6/15/2023,3289.0,Medavie Health Services NB,Paul Henry,24 Harold Doherty Crt.,24 Harold Doherty Crt,Fredericton,NB,E3A 5P2,(506) 451-5202,,10,54.166,0.7483333333333333,108.332,1.4966666666666666,524.5,45.98152,-66.61483
3289,50,7/28/2023,3289.0,Medavie Health Services NB,Paul Henry,24 Harold Doherty Crt.,24 Harold Doherty Crt,Fredericton,NB,E3A 5P2,(506) 451-5202,,10,54.166,0.7483333333333333,108.332,1.4966666666666666,524.5,45.98152,-66.61483
3289,60,9/28/2023,3289.0,Medavie Health Services NB,Paul Henry,24 Harold Doherty Crt.,24 Harold Doherty Crt,Fredericton,NB,E3A 5P2,(506) 451-5202,,10,54.166,0.7483333333333333,108.332,1.4966666666666666,524.5,45.98152,-66.61483
3289,60,11/14/2023,3289.0,Medavie Health Services NB,Paul Henry,24 Harold Doherty Crt.,24 Harold Doherty Crt,Fredericton,NB,E3A 5P2,(506) 451-5202,,10,54.166,0.7483333333333333,108.332,1.4966666666666666,524.5,45.98152,-66.61483
3331,100,5/17/2023,3331.0,Ace Automotive,Peter Misheal,36 Charles Avenue,36 Charles Avenue,Fredericton,NB,E3A 3S4,(506) 206-8666,,10,49.686,0.6361111111111111,99.372,1.272222222222222,490.8333333333333,45.9553723,-66.6175842
3331,100,8/4/2023,3331.0,Ace Automotive,Peter Misheal,36 Charles Avenue,36 Charles Avenue,Fredericton,NB,E3A 3S4,(506) 206-8666,,10,49.686,0.6361111111111111,99.372,1.272222222222222,490.8333333333333,45.9553723,-66.6175842
3331,150,12/22/2023,3331.0,Ace Automotive,Peter Misheal,36 Charles Avenue,36 Charles Avenue,Fredericton,NB,E3A 3S4,(506) 206-8666,,10,49.686,0.6361111111111111,99.372,1.272222222222222,490.8333333333333,45.9553723,-66.6175842
3346,150,8/28/2023,3346.0,Fox Chevrolet Cadillac Ltd.,Darren Grant,820 Prospect Street,820 Prospect Street,Fredericton,NB,E3B 0Z4,(506) 452-1010,,10,56.143,0.7380555555555556,112.286,1.4761111111111112,521.4166666666666,45.94550110000001,-66.6780199
3346,150,10/9/2023,3346.0,Fox Chevrolet Cadillac Ltd.,Darren Grant,820 Prospect Street,820 Prospect Street,Fredericton,NB,E3B 0Z4,(506) 452-1010,,10,56.143,0.7380555555555556,112.286,1.4761111111111112,521.4166666666666,45.94550110000001,-66.6780199
3371,100,6/9/2023,3371.0,Anytime Auto Glass,Bradley MacPherson,"293 Main Street, Unit 2","293 Main Street, Unit 2",Fredericton,NB,E3A1E3,(506) 454-1244,,10,53.188,0.7197222222222223,106.376,1.4394444444444443,515.9166666666667,45.9756465,-66.64615069999999
3377,200,4/17/2023,3377.0,Hardsmith Enterprises Ltd./Charlies Tire,Dan Smith,547 Union Street,547 Union Street,Fredericton,NB,E3A 3N4,(506) 457-1899,,10,51.963,0.6866666666666666,103.926,1.3733333333333333,506.0,45.9698059,-66.63168689999999
3377,450,6/23/2023,3377.0,Hardsmith Enterprises Ltd./Charlies Tire,Dan Smith,547 Union Street,547 Union Street,Fredericton,NB,E3A 3N4,(506) 457-1899,,10,51.963,0.6866666666666666,103.926,1.3733333333333333,506.0,45.9698059,-66.63168689999999
3377,300,7/10/2023,3377.0,Hardsmith Enterprises Ltd./Charlies Tire,Dan Smith,547 Union Street,547 Union Street,Fredericton,NB,E3A 3N4,(506) 457-1899,,10,51.963,0.6866666666666666,103.926,1.3733333333333333,506.0,45.9698059,-66.63168689999999
3377,450,8/2/2023,3377.0,Hardsmith Enterprises Ltd./Charlies Tire,Dan Smith,547 Union Street,547 Union Street,Fredericton,NB,E3A 3N4,(506) 457-1899,,10,51.963,0.6866666666666666,103.926,1.3733333333333333,506.0,45.9698059,-66.63168689999999
3377,300,9/11/2023,3377.0,Hardsmith Enterprises Ltd./Charlies Tire,Dan Smith,547 Union Street,547 Union Street,Fredericton,NB,E3A 3N4,(506) 457-1899,,10,51.963,0.6866666666666666,103.926,1.3733333333333333,506.0,45.9698059,-66.63168689999999
3377,300,9/27/2023,3377.0,Hardsmith Enterprises Ltd./Charlies Tire,Dan Smith,547 Union Street,547 Union Street,Fredericton,NB,E3A 3N4,(506) 457-1899,,10,51.963,0.6866666666666666,103.926,1.3733333333333333,506.0,45.9698059,-66.63168689999999
3377,650,11/17/2023,3377.0,Hardsmith Enterprises Ltd./Charlies Tire,Dan Smith,547 Union Street,547 Union Street,Fredericton,NB,E3A 3N4,(506) 457-1899,,10,51.963,0.6866666666666666,103.926,1.3733333333333333,506.0,45.9698059,-66.63168689999999
3377,400,12/4/2023,3377.0,Hardsmith Enterprises Ltd./Charlies Tire,Dan Smith,547 Union Street,547 Union Street,Fredericton,NB,E3A 3N4,(506) 457-1899,,10,51.963,0.6866666666666666,103.926,1.3733333333333333,506.0,45.9698059,-66.63168689999999
3390,100,4/5/2023,3390.0,Roadsport Ford Lincoln,Carol Richardson,970 Hanwell Road,970 Hanwell Road,Fredericton,NB,E3B 5C2,(506) 453-0400,,10,57.167,0.7552777777777778,114.334,1.5105555555555557,526.5833333333333,45.95097639999999,-66.6871598
3390,100,12/19/2023,3390.0,Roadsport Ford Lincoln,Carol Richardson,970 Hanwell Road,970 Hanwell Road,Fredericton,NB,E3B 5C2,(506) 453-0400,,10,57.167,0.7552777777777778,114.334,1.5105555555555557,526.5833333333333,45.95097639999999,-66.6871598
3654,100,12/19/2023,3654.0,Ace Automotive,Peter Misheal,1879 Hanwell Road,1879 Hanwell Road,Fredericton,NB,E3C 1A4,(506) 500-1000,,8,61.963,0.8194444444444444,123.926,1.6388888888888888,545.8333333333334,45.91690630000001,-66.73557660000002
3565,20,10/7/2023,3565.0,A&J Tires & Mufflers,Jerry Somerville,460 St. Mary's Street,460 St. Mary's Street,Fredericton,NB,E3A 8H5,(506) 440-0425,,9,54.565,0.7877777777777778,109.13,1.5755555555555556,536.3333333333334,45.9842077,-66.6312458
